full_text,cleaned-texts,stemmed-texts,tokenized-texts,pre-process,sentiment_score,sentiment
Aakkk aku tiba-tiba suka liat prof Mahfud nepuk pak Ganjar buat diajak tos bareng trus pelukan 🥹🥹🥹,aakkk aku tiba tiba suka liat prof mahfud nepuk pak ganjar buat diajak tos bareng trus pelukan    ,aakkk aku tiba tiba suka liat prof mahfud nepuk pak ganjar buat ajak tos bareng trus peluk,,aakkk aku tiba tiba suka liat prof mahfud nepuk pak ganjar buat ajak tos bareng trus peluk,10,Positif
PAK GANJAR ULTI😭,pak ganjar ulti ,pak ganjar ulti,,pak ganjar ulti,4,Positif
@kumparan Gass pak Ganjar-mahfud, kumparan gass pak ganjar mahfud,kumpar gass pak ganjar mahfud,,kumpar gass pak ganjar mahfud,7,Positif
Pak ganjar kalo jd presiden nanti foto di tiap sekolah jaketnya beda,pak ganjar kalo jd presiden nanti foto di tiap sekolah jaketnya beda,pak ganjar kalo jd presiden nanti foto di tiap sekolah jaket beda,,pak ganjar kalo jd presiden nanti foto di tiap sekolah jaket beda,9,Positif
"Pelan pelan Pak Ganjar, nanti pendukung beliau nangis-nangis lagi di tiktok…",pelan pelan pak ganjar  nanti pendukung beliau nangis nangis lagi di tiktok ,pelan pelan pak ganjar nanti dukung beliau nang nang lagi di tiktok,,pelan pelan pak ganjar nanti dukung beliau nang nang lagi di tiktok,-3,Negatif
Pak ganjar ga ada takut2nya njir di closing statement 😂🔥🔥 #debatcapres2024,pak ganjar ga ada takut2nya njir di closing statement      debatcapres2024,pak ganjar ga ada takut2nya njir di closing statement debatcapres2024,,pak ganjar ga ada takut2nya njir di closing statement debatcapres2024,0,Netral
Yesss ganjar buka suara soal ini. Kami tidak akan lupa kepada pelanggar Ham!  Datang ke TPS dan coblos #AsalBukanPelanggarHAM  #AsalBukanPrabowo,yesss ganjar buka suara soal ini  kami tidak akan lupa kepada pelanggar ham   datang ke tps dan coblos  asalbukanpelanggarham   asalbukanprabowo,yesss ganjar buka suara soal ini kami tidak akan lupa kepada langgar ham datang ke tps dan coblos asalbukanpelanggarham asalbukanprabowo,,yesss ganjar buka suara soal ini kami tidak akan lupa kepada langgar ham datang ke tps dan coblos asalbukanpelanggarham asalbukanprabowo,-3,Negatif
pak ganjar mottonya hanya takut pada Allah sisanya trabas wae lur,pak ganjar mottonya hanya takut pada allah sisanya trabas wae lur,pak ganjar mottonya hanya takut pada allah sisa trabas wae lur,,pak ganjar mottonya hanya takut pada allah sisa trabas wae lur,-2,Negatif
"ganjar hajar terus, bukan banteng kalo ciut",ganjar hajar terus  bukan banteng kalo ciut,ganjar hajar terus bukan banteng kalo ciut,,ganjar hajar terus bukan banteng kalo ciut,-11,Negatif
sungkem sm pak ganjar,sungkem sm pak ganjar,sungkem sm pak ganjar,,sungkem sm pak ganjar,4,Positif
GANJAR NJIR DEPAN MUKA BENERAN DIHAJAR AOWKWOWK,ganjar njir depan muka beneran dihajar aowkwowk,ganjar njir depan muka beneran hajar aowkwowk,,ganjar njir depan muka beneran hajar aowkwowk,-2,Negatif
statement terakhir ganjar di debat terakhir ini bener bener mindblowing banget coy kek seberani itu😭😭😭😭😭🙏🏻🙏🏻🙏🏻🙏🏻,statement terakhir ganjar di debat terakhir ini bener bener mindblowing banget coy kek seberani itu             ,statement akhir ganjar di debat akhir ini bener bener mindblowing banget coy kek berani itu,,statement akhir ganjar di debat akhir ini bener bener mindblowing banget coy kek berani itu,11,Positif
"@Minang_cyber Ganjar yg cukup gahar, statement penutupnya masih aja nyenggol HaM 😆😆😆", minang cyber ganjar yg cukup gahar  statement penutupnya masih aja nyenggol ham    ,mang cyber ganjar yg cukup gahar statement tutup masih aja nyenggol ham,,mang cyber ganjar yg cukup gahar statement tutup masih aja nyenggol ham,-6,Negatif
Gue kalo jadi pak ganjar bakal nanya “bapak ngerti yg bapak tanyain ga sih?”,gue kalo jadi pak ganjar bakal nanya  bapak ngerti yg bapak tanyain ga sih  ,gue kalo jadi pak ganjar bakal nanya bapak ngerti yg bapak tanyain ga sih,,gue kalo jadi pak ganjar bakal nanya bapak ngerti yg bapak tanyain ga sih,5,Positif
@datuakrajoangek betul resonansi Pak Ganjar hebat ..., datuakrajoangek betul resonansi pak ganjar hebat    ,datuakrajoangek betul resonansi pak ganjar hebat,,datuakrajoangek betul resonansi pak ganjar hebat,3,Positif
ganjar malam ini menyala 🔥🔥🔥,ganjar malam ini menyala    ,ganjar malam ini nyala,,ganjar malam ini nyala,5,Positif
hahahah pak ganjar ngga ada nge rem malam inii.... wkwkw aku padamu pak,hahahah pak ganjar ngga ada nge rem malam inii     wkwkw aku padamu pak,hahahah pak ganjar ngga ada nge rem malam ini wkwkw aku pada pak,,hahahah pak ganjar ngga ada nge rem malam ini wkwkw aku pada pak,4,Positif
"@Dennysiregar7 Walahh ini pasien yang lepas dari RSJ kah? Semoga aja cepet kembali ke RSJ, saran saya sih mendinh tetep pilih pak ganjar mahfud 🤟🤟", dennysiregar7 walahh ini pasien yang lepas dari rsj kah  semoga aja cepet kembali ke rsj  saran saya sih mendinh tetep pilih pak ganjar mahfud   ,dennysiregar7 walahh ini pasien yang lepas dari rsj kah moga aja cepet kembali ke rsj saran saya sih mendinh tetep pilih pak ganjar mahfud,,dennysiregar7 walahh ini pasien yang lepas dari rsj kah moga aja cepet kembali ke rsj saran saya sih mendinh tetep pilih pak ganjar mahfud,7,Positif
"Anies: kumpulkan datanya,aksi. Prabowo: setuju untuk program terbaik. Ganjar : maido.😭",anies  kumpulkan datanya aksi  prabowo  setuju untuk program terbaik  ganjar   maido  ,anies kumpul data aksi prabowo tuju untuk program baik ganjar maido,,anies kumpul data aksi prabowo tuju untuk program baik ganjar maido,25,Positif
Statement pedes Ganjar-Mahfud🔥 #debatcapres2024 #GanjarMahfudSatset @ganjarpranowo @mohmahfudmd https://t.co/bRlJxsjcnb,statement pedes ganjar mahfud   debatcapres2024  ganjarmahfudsatset  ganjarpranowo  mohmahfudmd https   t co brljxsjcnb,statement pedes ganjar mahfud debatcapres2024 ganjarmahfudsatset ganjarpranowo mohmahfudmd https t co brljxsjcnb,,statement pedes ganjar mahfud debatcapres2024 ganjarmahfudsatset ganjarpranowo mohmahfudmd https t co brljxsjcnb,4,Positif
"@kikysaputrii @prabowo Inshaa Allah All In Prabowo pada Shift Pagi, Anies pada Shift Siang, dan Ganjar Shift Malam.", kikysaputrii  prabowo inshaa allah all in prabowo pada shift pagi  anies pada shift siang  dan ganjar shift malam ,kikysaputrii prabowo inshaa allah all in prabowo pada shift pagi anies pada shift siang dan ganjar shift malam,,kikysaputrii prabowo inshaa allah all in prabowo pada shift pagi anies pada shift siang dan ganjar shift malam,11,Positif
tp jujur ni closing statementnya pak ganjar sangat sangat berani wkwkwkk😭 #debatcapres2024,tp jujur ni closing statementnya pak ganjar sangat sangat berani wkwkwkk   debatcapres2024,tp jujur ni closing statementnya pak ganjar sangat sangat berani wkwkwkk debatcapres2024,,tp jujur ni closing statementnya pak ganjar sangat sangat berani wkwkwkk debatcapres2024,4,Positif
Pak Ganjar memang hebat sekali majukan selalu bangsa Indonesia Ganjar Menang Total Semua Kerja Semua Murah,pak ganjar memang hebat sekali majukan selalu bangsa indonesia ganjar menang total semua kerja semua murah,pak ganjar memang hebat sekali maju selalu bangsa indonesia ganjar menang total semua kerja semua murah,,pak ganjar memang hebat sekali maju selalu bangsa indonesia ganjar menang total semua kerja semua murah,16,Positif
"@ubsansfess anies: 9 (argumen bagus, bawa masalah kecil yang sering terjadi tp sering terlewat di masyarakat) prabowo: 0 (jelek, argumen cm setuju doang, makan siang, dan bangun 300 fk yg ga realistis) ganjar: 8.5 (argumen bagus, riset kesehatan paling dalam dan bawa masalah pernikahan dini)", ubsansfess anies  9  argumen bagus  bawa masalah kecil yang sering terjadi tp sering terlewat di masyarakat  prabowo  0  jelek  argumen cm setuju doang  makan siang  dan bangun 300 fk yg ga realistis  ganjar  8 5  argumen bagus  riset kesehatan paling dalam dan bawa masalah pernikahan dini ,ubsansfess anies 9 argumen bagus bawa masalah kecil yang sering jadi tp sering lewat di masyarakat prabowo 0 jelek argumen cm tuju doang makan siang dan bangun 300 fk yg ga realistis ganjar 8 5 argumen bagus riset sehat paling dalam dan bawa masalah nikah dini,,ubsansfess anies 9 argumen bagus bawa masalah kecil yang sering jadi tp sering lewat di masyarakat prabowo 0 jelek argumen cm tuju doang makan siang dan bangun 300 fk yg ga realistis ganjar 8 5 argumen bagus riset sehat paling dalam dan bawa masalah nikah dini,-15,Negatif
Keren pak ganjar penutupannya,keren pak ganjar penutupannya,keren pak ganjar tutup,,keren pak ganjar tutup,6,Positif
"Ga disangka-sangka , kali ini Ganjar Menang Total , keren banget bisa Semua Kerja Semua Murah",ga disangka sangka   kali ini ganjar menang total   keren banget bisa semua kerja semua murah,ga sangka sangka kali ini ganjar menang total keren banget bisa semua kerja semua murah,,ga sangka sangka kali ini ganjar menang total keren banget bisa semua kerja semua murah,2,Positif
Ganjar Menang Total Memiliki rencana konkret untuk mengatasi pengangguran Semua Kerja Semua Murah,ganjar menang total memiliki rencana konkret untuk mengatasi pengangguran semua kerja semua murah,ganjar menang total milik rencana konkret untuk atas anggur semua kerja semua murah,,ganjar menang total milik rencana konkret untuk atas anggur semua kerja semua murah,9,Positif
lucu banget ih di sleevenya ganjar mahfud ada tulisan “perempuan maju” 🥹🥹 WE STILL HAVE HOPE,lucu banget ih di sleevenya ganjar mahfud ada tulisan  perempuan maju     we still have hope,lucu banget ih di sleevenya ganjar mahfud ada tulis perempuan maju we still have hope,,lucu banget ih di sleevenya ganjar mahfud ada tulis perempuan maju we still have hope,18,Positif
Tolong kawal Pak Ganjar sampai dengan selamat ya.,tolong kawal pak ganjar sampai dengan selamat ya ,tolong kawal pak ganjar sampai dengan selamat ya,,tolong kawal pak ganjar sampai dengan selamat ya,12,Positif
"Mantap luar biasa Ganjar Menang Total malem ini. Bener2 gasalah milih ini mah, Semua Kerja Semua Murah https://t.co/Do9mV9mJaV",mantap luar biasa ganjar menang total malem ini  bener2 gasalah milih ini mah  semua kerja semua murah https   t co do9mv9mjav,mantap luar biasa ganjar menang total malem ini bener2 gasalah milih ini mah semua kerja semua murah https t co do9mv9mjav,,mantap luar biasa ganjar menang total malem ini bener2 gasalah milih ini mah semua kerja semua murah https t co do9mv9mjav,9,Positif
gila pak ganjar closing statementnya 🔥🔥🔥🔥🤭🤭🤭🤭🤭😅😅😆😆😆😆😆,gila pak ganjar closing statementnya                 ,gila pak ganjar closing statementnya,,gila pak ganjar closing statementnya,-1,Negatif
"Pak Ganjar di debat tadi emang keren sih , yakin bisa membawa Indonesia lbh baik karena Pak Ganjar Menang Total ,  dedikasinya terhadap Indonesia yang terbukti memperjuangkan Semua Kerja Semua Murah , semoga terlaksana dg baik nantinya  Ganjar Menang Total Semua Kerja Semua Murah",pak ganjar di debat tadi emang keren sih   yakin bisa membawa indonesia lbh baik karena pak ganjar menang total    dedikasinya terhadap indonesia yang terbukti memperjuangkan semua kerja semua murah   semoga terlaksana dg baik nantinya  ganjar menang total semua kerja semua murah,pak ganjar di debat tadi emang keren sih yakin bisa bawa indonesia lbh baik karena pak ganjar menang total dedikasi hadap indonesia yang bukti juang semua kerja semua murah moga laksana dg baik nanti ganjar menang total semua kerja semua murah,,pak ganjar di debat tadi emang keren sih yakin bisa bawa indonesia lbh baik karena pak ganjar menang total dedikasi hadap indonesia yang bukti juang semua kerja semua murah moga laksana dg baik nanti ganjar menang total semua kerja semua murah,53,Positif
"Ganjar Menang Total top top sih, nanti pasti Semua Kerja Semua Murah",ganjar menang total top top sih  nanti pasti semua kerja semua murah,ganjar menang total top top sih nanti pasti semua kerja semua murah,,ganjar menang total top top sih nanti pasti semua kerja semua murah,18,Positif
"@onyourxiao_ doi blg saya, prabowo subianto meminta maaf kpd mas anies dan pa ganjar apabila ada kata-kata yg tdk berkenan"" takut ada kata-kata tak berkenan, tp menghilangkan org gatakut 🤡🤡🤡""", onyourxiao  doi blg saya  prabowo subianto meminta maaf kpd mas anies dan pa ganjar apabila ada kata kata yg tdk berkenan  takut ada kata kata tak berkenan  tp menghilangkan org gatakut     ,onyourxiao doi blg saya prabowo subianto minta maaf kpd mas anies dan pa ganjar apabila ada kata kata yg tdk kenan takut ada kata kata tak kenan tp hilang org gatakut,,onyourxiao doi blg saya prabowo subianto minta maaf kpd mas anies dan pa ganjar apabila ada kata kata yg tdk kenan takut ada kata kata tak kenan tp hilang org gatakut,-14,Negatif
"Ganjar: Taat kepada Tuhan, patuh kepada hukum dan keadilan, takut kepada rakyat... Itu janji yang harus ditepati. Kita mesti melawan politik dinasti, yang statementnya sangat terbuka. Kami tidak akan mengecewakan rakyat. Tidak satu rakyat pun yang ditinggalkan.""  #JanjiDebat2024""",ganjar  taat kepada tuhan  patuh kepada hukum dan keadilan  takut kepada rakyat    itu janji yang harus ditepati  kita mesti melawan politik dinasti  yang statementnya sangat terbuka  kami tidak akan mengecewakan rakyat  tidak satu rakyat pun yang ditinggalkan     janjidebat2024 ,ganjar taat kepada tuhan patuh kepada hukum dan adil takut kepada rakyat itu janji yang harus tepat kita mesti lawan politik dinasti yang statementnya sangat buka kami tidak akan kecewa rakyat tidak satu rakyat pun yang tinggal janjidebat2024,,ganjar taat kepada tuhan patuh kepada hukum dan adil takut kepada rakyat itu janji yang harus tepat kita mesti lawan politik dinasti yang statementnya sangat buka kami tidak akan kecewa rakyat tidak satu rakyat pun yang tinggal janjidebat2024,-14,Negatif
Kemarin ngga yakin menang tapi lihat ini hrs diakui Indonesia memilih Ganjar memang pemenangnya! https://t.co/8Jt20U1PTe,kemarin ngga yakin menang tapi lihat ini hrs diakui indonesia memilih ganjar memang pemenangnya  https   t co 8jt20u1pte,kemarin ngga yakin menang tapi lihat ini hrs aku indonesia pilih ganjar memang menang https t co 8jt20u1pte,,kemarin ngga yakin menang tapi lihat ini hrs aku indonesia pilih ganjar memang menang https t co 8jt20u1pte,20,Positif
"Good moves Ganjar, ngutip pernyataan Jokowi adalah statemen yg aman sekaligus satir 🤣",good moves ganjar  ngutip pernyataan jokowi adalah statemen yg aman sekaligus satir  ,good moves ganjar ngutip nyata jokowi adalah statemen yg aman sekaligus satir,,good moves ganjar ngutip nyata jokowi adalah statemen yg aman sekaligus satir,12,Positif
Closing statementnya Ganjar wowww rispek abangkuuuh 🌾🔝❤️‍🔥 #debatcapres2024,closing statementnya ganjar wowww rispek abangkuuuh         debatcapres2024,closing statementnya ganjar wowww rispek abangkuuuh debatcapres2024,,closing statementnya ganjar wowww rispek abangkuuuh debatcapres2024,3,Positif
MELNYALAA MAS GANJAR https://t.co/Lk5ksSyU84,melnyalaa mas ganjar https   t co lk5000ssyu84,melnyalaa mas ganjar https t co lk5000ssyu84,,melnyalaa mas ganjar https t co lk5000ssyu84,3,Positif
"closing statement nya ganjar ARGHHH, the real MENYALA ABANGKUUUU🔥🔥🔥🔥",closing statement nya ganjar arghhh  the real menyala abangkuuuu    ,closing statement nya ganjar arghhh the real nyala abangkuuuu,,closing statement nya ganjar arghhh the real nyala abangkuuuu,8,Positif
"@tanyakanrl Lhaa anaknya ganjar dibilang gelap auranya kayak magrib, trus dibilang medium ugly, anjay sok cakep banget", tanyakanrl lhaa anaknya ganjar dibilang gelap auranya kayak magrib  trus dibilang medium ugly  anjay sok cakep banget,tanyakanrl lhaa anak ganjar bilang gelap aura kayak magrib trus bilang medium ugly anjay sok cakep banget,,tanyakanrl lhaa anak ganjar bilang gelap aura kayak magrib trus bilang medium ugly anjay sok cakep banget,1,Positif
"@skawngr_j @idextratime Tul bgt, apa tidak ketar ketir ya pa ganjar abis debat kali ini, bakal langsung di debat sama Ibu"" nya😂😂""", skawngr j  idextratime tul bgt  apa tidak ketar ketir ya pa ganjar abis debat kali ini  bakal langsung di debat sama ibu  nya   ,skawngr j idextratime tul bgt apa tidak ketar tir ya pa ganjar abis debat kali ini bakal langsung di debat sama ibu nya,,skawngr j idextratime tul bgt apa tidak ketar tir ya pa ganjar abis debat kali ini bakal langsung di debat sama ibu nya,4,Positif
ENGGAK BAHAYA ITU GANJAR???,enggak bahaya itu ganjar   ,enggak bahaya itu ganjar,,enggak bahaya itu ganjar,-3,Negatif
PAK GANJAR APA GA TAKUT,pak ganjar apa ga takut,pak ganjar apa ga takut,,pak ganjar apa ga takut,-5,Negatif
COK GANJAR FULL ATTACK MESKIPUN 02 SUDAH MENCOBA MINTA MAAF,cok ganjar full attack meskipun 02 sudah mencoba minta maaf,cok ganjar full attack meski 02 sudah coba minta maaf,,cok ganjar full attack meski 02 sudah coba minta maaf,-11,Negatif
Ni moderatornya dritadi ngomong tertib tertib padahal tadi pas ganjar masih ngomong soal bansos pada tereak SORRY YEE SORRY YEE yeu kesinggung ya lo?,ni moderatornya dritadi ngomong tertib tertib padahal tadi pas ganjar masih ngomong soal bansos pada tereak sorry yee sorry yee yeu kesinggung ya lo ,ni moderator dritadi ngomong tertib tertib padahal tadi pas ganjar masih ngomong soal bansos pada reak sorry yee sorry yee yeu singgung ya lo,,ni moderator dritadi ngomong tertib tertib padahal tadi pas ganjar masih ngomong soal bansos pada reak sorry yee sorry yee yeu singgung ya lo,-6,Negatif
good job yeorobun🫡🫡 @/pa anis - @/pa ganjar,good job yeorobun     pa anis     pa ganjar,good job yeorobun pa anis pa ganjar,,good job yeorobun pa anis pa ganjar,13,Positif
Ganjar Pranowo memberikan kungfu kick ala Ahmad Hisyam Tolle ke Shulton Fajar di menit-menit akhir 🤣,ganjar pranowo memberikan kungfu kick ala ahmad hisyam tolle ke shulton fajar di menit menit akhir  ,ganjar pranowo beri kungfu kick ala ahmad hisyam tolle ke shulton fajar di menit menit akhir,,ganjar pranowo beri kungfu kick ala ahmad hisyam tolle ke shulton fajar di menit menit akhir,0,Netral
